PersonId,Guid,District,CouncilDistrict,FirstName,LastName,Gender,Title,Party,Active,PhotoURL,FacebookURL,TwitterURL,TwitterHandle,InstagramURL,InstagramHandle,Website,Email,DistrictOfficeAddress,DistrictOfficeCity,DistrictOfficeState,DistrictOfficeZip,DistrictOfficePhone,DistrictOfficeFax,LegislativeOfficeAddress,LegislativeOfficeCity,LegislativeOfficeState,LegislativeOfficeZip,LegislativeOfficePhone,LegislativeOfficeFax,Version,LastUpdatedUTC
7613,960D5A27-73A3-4C1D-8BD6-C93A086C48E8,12,NYCC12,Andy,King,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-12.jpg,https://www.facebook.com/New-York-City-Council Member-Andy-L-King-116867358490208,https://twitter.com/AndyKingNYC,AndyKingNYC,https://www.instagram.com/andykingnyc/,andykingnyc,https://council.nyc.gov/district-12,Andy.King@council.nyc.gov,"940 East Gunhill Road
Bronx, NY 10469
Phone (718) 684-5509
Fax (718) 684-5510

135 Einstein Loop, Room 44
Bronx, NY 10475
Phone (347) 326-8652
Fax (347) 326-8653

",Bronx,NY,10469,718-684-5509,718-684-5510,250 Broadway - 17th Floor - Suite 1770,New York,NY,10007,212-788-6873,,AAAAAOXXFFo=,2015-08-25T15:57:04.463
7743,2A6B0B8F-D602-423D-9364-78B56CD11396,13,NYCC13,Mark,Gjonaj,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-13.jpg,https://www.facebook.com/MarkGjonajNY/,https://twitter.com/MarkGjonajNY,MarkGjonajNY,https://www.instagram.com/markgjonajny/,markgjonajny,https://council.nyc.gov/district-13,Mgjonaj@council.nyc.gov,1478 Williamsbridge Road ,Bronx ,NY,10461,718-931-1721,718-931-1605,"250 Broadway, 18th Floor - Suite 1847",New York,NY,10007,212-788-7375,,AAAAAOXsA9c=,2017-12-05T15:34:11.577
7561,38B11858-8FF6-48E1-9D20-A85151E11A94,14,NYCC14,Fernando,Cabrera,Male,Majority Whip,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-14.jpg,https://www.facebook.com/councilmembercabrera,https://twitter.com/FCabreraNY,FCabreraNY,https://www.instagram.com/councilman.cabrera/,councilman.cabrera,https://council.nyc.gov/district-14,Fcabrera@council.nyc.gov,107 East Burnside Avenue,Bronx,NY,10453,347-590-2874,347-590-2878,250 Broadway - 17th Floor - Suite 1725,New York,NY,10007,212-788-7074,,AAAAAOXGpEM=,2015-08-25T15:57:04.463
7640,7BFFE9BE-5692-478F-A422-5FB63A634749,15,NYCC15,Ritchie,Torres,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-15.jpg,https://www.facebook.com/RitchieTorresNYC,https://twitter.com/ritchietorres,ritchietorres,https://www.instagram.com/ritchietorrescd15/,ritchietorrescd15,https://council.nyc.gov/district-15,Rtorres@council.nyc.gov,573 E. Fordham Road,Bronx,NY,10458,718-842-8100,347-597-8570,250 Broadway - 17th Floor - Suite 1759,New York,NY,10007,212-788-6966,,AAAAAOXXE7A=,2015-08-25T15:57:04.463
7622,7BA7FB4F-5E65-4CAB-9E72-93D2FAA07708,16,NYCC16,Vanessa,Gibson,Female,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-16.jpg,https://www.facebook.com/VanessaGibsonNYC,https://twitter.com/Vanessalgibson,Vanessalgibson,https://www.instagram.com/msvanessa77/,msvanessa77,https://council.nyc.gov/district-16,Vgibson@council.nyc.gov,1377 Jerome Avenue,Bronx,NY,10452,718-588-7500,718-588-7790,250 Broadway - 18th Floor - Suite 1872,New York,NY,10007,212-788-6856,,AAAAAOXMtz4=,2015-08-25T15:57:04.463
7714,677F9066-0BBB-43CF-AB49-667EE4BE1D70,17,NYCC17,Rafael,Salamanca,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-17.jpg,https://www.facebook.com/rafael.salamanca.501,https://twitter.com/salamancajr80,salamancajr80,https://www.instagram.com/salamancajr80/,salamancajr80,https://council.nyc.gov/district-17,Rsalamanca@council.nyc.gov,1070 Southern Blvd.,Bronx,NY,10459,718-402-6130,718-402-0539,250 Broadway - 17th Floor - Suite 1781,New York,NY,10007,212-788-7384,,AAAAAOXGpNQ=,2016-02-24T17:46:30.143
7744,8AD84C19-B378-4081-9A55-0E4E613B2B26,18,NYCC18,Ruben,Diaz,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-18.jpg,,https://twitter.com/revrubendiaz,revrubendiaz,https://www.instagram.com/councilmanrevrubendiaz/,councilmanrevrubendiaz,https://council.nyc.gov/district-18,RDiaz@council.nyc.gov,"2347 Lafayette Ave., Suite 2B",Bronx,NY,10473,718-792-1140,718-931-0235,250 Broadway - 18th Floor - Suite 1804,New York,NY,10007,212-788-6853,,AAAAAOXMuAI=,2017-12-05T15:34:56.937
7642,52AF0497-2891-4BD2-AD0D-D39A80D2DFF8,19,NYCC19,Paul,Vallone,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-19.jpg,https://www.facebook.com/CouncilMemberPaulVallone,https://twitter.com/PaulVallone,PaulVallone,https://www.instagram.com/paulvallone/,paulvallone,https://council.nyc.gov/district-19,Pvallone@council.nyc.gov,"42-40 Bell Blvd, Suite 507, 5th Fl, Bayside",Queens,NY,11361,718-619-8611,718-631-4100,250 Broadway - 17th Floor - Suite 1792,New York,NY,10007,212-788-7250,,AAAAAOXGpOA=,2015-08-25T15:57:04.463
7565,22E3BA87-AFEC-4C9C-9A8B-7A4075A48D84,20,NYCC20,Peter,Koo,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-20.jpg,https://www.facebook.com/Peter-Koo-207749175523,https://twitter.com/cmpeterkoo,cmpeterkoo,https://www.instagram.com/cmpeterkoo/,cmpeterkoo,https://council.nyc.gov/district-20,Pkoo@council.nyc.gov,"135-27 38th Avenue, Suite 388 Flushing",Queens,NY,11354,718-888-8747,718-888-0331,250 Broadway - 17th Floor - Suite 1749,New York,NY,10007,212-788-7022,,AAAAAOXo1Hg=,2015-08-25T15:57:04.463
7745,7E927C82-4573-4864-A638-A4F00EFB43B1,21,NYCC21,Francisco,Moya,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-21.jpg,https://www.facebook.com/francisco.moya.391,https://twitter.com/FranciscoMoyaNY,FranciscoMoyaNY,https://www.instagram.com/franciscomoyany/,franciscomoyany,https://council.nyc.gov/district-21,Fmoya@council.nyc.gov,"32-33A Junction Blvd., East Elmhurst",Queens,NY,11369,718-651-1917,718-565-5937,250 Broadway - 17th Floor - Suite 1768,New York ,NY,10007,212-788-6862,,AAAAAOXMi3E=,2017-12-05T15:35:44.653
7627,3C7043B6-E22F-4EB9-B4CD-805FEAB92B68,22,NYCC22,Costa,Constantinides,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-22.jpg,https://www.facebook.com/costaforastoria,https://twitter.com/Costa4NY,Costa4NY,https://www.instagram.com/costa4ny/,costa4ny,https://council.nyc.gov/district-22,Cconstantinides@council.nyc.gov,"31-09 Newtown Ave., Suite 209, Astoria",Queens,NY,11102,718 274-4500,646-661-6799,250 Broadway - 17th Floor - Suite 1778,New York,NY,10007,212-788-6963,,AAAAAOXXFH8=,2015-08-25T15:57:04.463
7691,B34A1468-8C65-455C-9E85-E45161F4C211,23,NYCC23,Barry,Grodenchik,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-23.jpg,https://www.facebook.com/bgrodenchik,https://twitter.com/barrygrodenchik,barrygrodenchik,,,https://council.nyc.gov/district-23,Bgrodenchik@council.nyc.gov,"73-03 Bell Blvd., 1N, Oakland Gardens",Queens,NY,11364,718-468-0137,718-468-0178,250 Broadway - 17th Floor - Suite 1744,New York,NY,10007,212-788-7075,,AAAAAOXGpHc=,2015-11-10T15:18:25.33
7633,8423EA77-8814-4539-8DCC-9BDC963AC351,24,NYCC24,Rory,Lancman,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-24.jpg,https://www.facebook.com/RoryLancman,https://twitter.com/RoryLancman,RoryLancman,https://www.instagram.com/rorylancman/,rorylancman,https://council.nyc.gov/district-24,Rlancman@council.nyc.gov,"78-40 164th Street, Suite BB, Hillcrest",Queens,NY,11366,718-217-4969,347-561-6116,250 Broadway - 17th Floor - Suite 1773,New York,NY,10007,212-788-6956,,AAAAAOXGpI8=,2015-08-25T15:57:04.463
7563,E922D38E-695B-4151-9DA7-8F8A0101CA6D,25,NYCC25,Daniel,Dromm,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-25.jpg,https://www.facebook.com/Daniel-Dromm-18241697139,https://twitter.com/dromm25,dromm25,https://www.instagram.com/dromm25/,dromm25,https://council.nyc.gov/district-25,Ddromm@council.nyc.gov,"37-32 75th Street, Jackson Heights",Queens,NY,11372,718-803-6373,718-803-9832,250 Broadway - 18th Floor - Suite 1826,New York,NY,10007,212-788-7066,,AAAAAOXsBgY=,2015-08-25T15:57:04.463
7569,7AA17005-8ED9-4ADE-A266-41D55E8EFBFD,26,NYCC26,Jimmy,Van Bramer,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-26.jpg,https://www.facebook.com/Jimmy-Van-Bramer-125696285699,https://twitter.com/JimmyVanBramer,JimmyVanBramer,https://www.instagram.com/jimmyvanbramer/,jimmyvanbramer,https://council.nyc.gov/district-26,JvanBramer@council.nyc.gov,"47-01 Queens Blvd.,(Suite 205), Sunnyside",Queens,NY,11104,718-383-9566,718-383-9076,250 Broadway - 18th Floor - Suite 1882,New York,NY,10007,212-788-7370,,AAAAAOXGpOQ=,2015-08-25T15:57:04.463
7637,498E03A5-5788-4317-AA1F-C89BB10E729E,27,NYCC27,Daneek,Miller,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-27.jpg,https://www.facebook.com/daneek.miller,https://twitter.com/IDaneekMiller,IDaneekMiller,https://www.instagram.com/idaneekmiller/,idaneekmiller,https://council.nyc.gov/district-27,Idmiller@council.nyc.gov,"172-12 Linden Boulevard, St. Albans",Queens,NY,11434,718-776-3700,718-487-3580,250 Broadway - 18th Floor - Suite 1810,New York,NY,10007,212-788-7084,,AAAAAOXsBAU=,2015-08-25T15:57:04.463
7739,908E34D2-F8E7-4AC5-81A6-A98765C14C70,28,NYCC28,Adrienne,Adams,Female,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-28.jpg,https://www.facebook.com/adrienne.adams.54772,https://twitter.com/AdrienneEAdams,AdrienneEAdams,https://www.instagram.com/adrienneeadams/,adrienneeadams,https://council.nyc.gov/district-28,AeAdams@council.nyc.gov,165-48 Baisley Blvd,Jamaica,NY,11434,718-723-0680,718-206-2748,250 Broadway - 18th Floor - Suite 1877,New York,NY,10007,212-788-6850,718-442-2729,AAAAAOXnJgc=,2017-10-18T16:34:47.323
386,52F44E6B-B3AB-45B5-BE57-69328B933D72,29,NYCC29,Karen,Koslowitz,Female,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-29.jpg,https://www.facebook.com/Karen-Koslowitz-119475124337,https://twitter.com/cmkoslowitz,cmkoslowitz,https://www.instagram.com/kkoslowitz/,kkoslowitz,https://council.nyc.gov/district-29,Kkoslowitz@council.nyc.gov,"118-35 Queens Blvd. 17th Fl., Forest Hills",Queens,NY,11375,718-544-8800,718-544-4452,250 Broadway - 18th Floor - Suite 1865,New York,NY,10007,212-788-6981,,AAAAAOXsBCM=,2015-08-25T15:57:04.463
7746,D0C4124E-3ACE-404B-8DCA-26FC9108DD97,30,NYCC30,Robert,Holden,Male,Council Member,Republican,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-30.jpg,https://www.facebook.com/robert.holden.16,https://twitter.com/BobHoldenNYC,BobHoldenNYC,https://www.instagram.com/bobholdennyc/,bobholdennyc,https://council.nyc.gov/district-30,Rholden@council.nyc.gov,"71-19 80th St., Suite 8-303, Glendale",Queens,NY,11385,718-366-3900,718-326-3549,250 Broadway - 17th Floor - Suite 1774,New York,NY,10007,212-788-7381,,AAAAAOXsBDA=,2017-12-05T15:36:33.127
7617,32749AA8-E77F-4065-A7B8-FC357CFAEBA9,31,NYCC31,Donovan,Richards,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-31.jpg,https://www.facebook.com/drichardsnyccouncil,https://twitter.com/DRichards13,DRichards13,https://www.instagram.com/drichardsnyccouncil/,drichardsnyccouncil,https://council.nyc.gov/district-31,Drichards@council.nyc.gov,"234-26A Merrick Blvd., Laurelton 
Phone (718) 527-4356
Fax (718) 527-4402

19-31 Mott Avenue, Suite 410, Far Rockaway
Phone (718) 471-7014
Fax (718) 327-4794",Queens,NY,11422,718-527-4356,718-527-4402,250 Broadway - 17th Floor - Suite 1731,New York,NY,10007,212-788-7216,,AAAAAOXMjms=,2015-08-25T15:57:04.463
7510,E28DF7EB-9FFD-45BA-BC5F-219EB04DAF9E,32,NYCC32,Eric,Ulrich,Male,Council Member,Republican,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-32.jpg,https://www.facebook.com/ericulrich32,https://twitter.com/eric_ulrich,eric_ulrich,https://www.instagram.com/ericulrich32/,ericulrich32,https://council.nyc.gov/district-32,Eulrich@council.nyc.gov,"93-06 101st Avenue, Ozone Park
Phone (718) 738-1083
Fax (718) 738-1918

114-12 Beach Chanel Dr Suite 1, Rockaway Park
Phone (718) 318-6411
Fax (718) 634-0700
",Queens,NY,11416,718-738-1083,718-738-1918,250 Broadway - 15th Floor - Suite 1555,New York,NY,10007,212-788-7069,,AAAAAOXXE3c=,2015-08-25T15:57:04.463
7567,ABD228E1-0867-4561-A948-38C12BEEB1AD,33,NYCC33,Stephen,Levin,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-33.jpg,https://www.facebook.com/stephen.levin1,https://twitter.com/StephenLevin33,StephenLevin33,https://www.instagram.com/stephenlevin9/,stephenlevin9,https://council.nyc.gov/district-33,Slevin@council.nyc.gov,410 Atlantic Ave,Brooklyn,NY,11217,718-875-5200,718-643-6620,250 Broadway - 17th Floor - Suite 1747,New York,NY,10007,212-788-7348,,AAAAAOXGpJc=,2015-08-25T15:57:04.463
7638,54F60DB8-C539-4BBD-BC5F-2490CB5F58E2,34,NYCC34,Antonio,Reynoso,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-34.jpg,https://www.facebook.com/Antonio4Council,https://twitter.com/CMReynoso34,CMReynoso34,https://www.instagram.com/cmreynoso34/,cmreynoso34,https://council.nyc.gov/district-34,Areynoso@council.nyc.gov,"244 Union Avenue, 1st Floor",Brookllyn,NY,11211,718-963-3141,347-223-4347,250 Broadway - 17th Floor - Suite 1740,New York ,NY,10007,212-788-7095,,AAAAAOXGpLk=,2015-08-25T15:57:04.463
7628,481F975C-17F4-410B-A2E2-04FDAA74CEF4,35,NYCC35,Laurie,Cumbo,Female,Majority Leader,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-35.jpg,https://www.facebook.com/CMLaurieCumbo,https://twitter.com/cmlauriecumbo,cmlauriecumbo,https://www.instagram.com/cmlauriecumbo/,cmlauriecumbo,https://council.nyc.gov/district-35,Lcumbo@council.nyc.gov,"55 Hanson Place, Suite 778",Brooklyn,NY,11217,718-260-9191,718-398-2808,250 Broadway - 18th Floor - Suite 1833,New York,NY,10007,212-788-7081,,AAAAAOXXE6Y=,2015-08-25T15:57:04.463
7604,B4071520-5936-406E-9E0E-E5FB4ADF4D68,36,NYCC36,Robert,Cornegy,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-36.jpg,https://www.facebook.com/CouncilMemberRobertCornegy,https://twitter.com/RobertCornegyJr,RobertCornegyJr,https://www.instagram.com/rcornegyjr/,rcornegyjr,https://council.nyc.gov/district-36,RCornegy@council.nyc.gov,"1360 Fulton Street, 5th Floor, Suite 500",Brooklyn,NY,11216,718-919-0740,718-857-2555,250 Broadway - 17th Floor - Suite 1743,New York,NY,10007,212-788-7354,,AAAAAOXGpFM=,2015-08-25T15:57:04.463
7630,3DC47628-A60D-4259-A898-7FF24CC4D9D8,37,NYCC37,Rafael,Espinal,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-37.jpg,https://www.facebook.com/RafaelLEspinaljr,https://twitter.com/rlespinal,rlespinal,https://www.instagram.com/rlespinal/,rlespinal,https://council.nyc.gov/district-37,Respinal@council.nyc.gov,"1945 Broadway, 11207",Brooklyn,NY,11207,718-642-8664,718-889-6017,250 Broadway - 17th Floor - Suite 1754,New York,NY,10007,212-788-7284,,AAAAAOXGpGc=,2015-08-25T15:57:04.463
7636,8120859E-BDBB-46F7-9FEB-427DF224894B,38,NYCC38,Carlos,Menchaca,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-38.jpg,https://www.facebook.com/Menchaca.Carlos.Jr,https://twitter.com/cmenchaca,cmenchaca,https://www.instagram.com/menchaca/,menchaca,https://council.nyc.gov/district-38,Cmenchaca@council.nyc.gov,"4417 4th Ave, Ground Floor",Brooklyn,NY,11220,718-439-9012,347-599-0604,250 Broadway - 17th Floor - Suite 1728,New York,NY,10007,212-788-7372,,AAAAAOXGpKU=,2015-08-25T15:57:04.463
7566,38F0FAFE-8691-43F1-B4F6-B35B272152AE,39,NYCC39,Brad,Lander,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-39.jpg,https://www.facebook.com/BradLander,https://twitter.com/bradlander,bradlander,https://www.instagram.com/brad.lander/,brad.lander,https://council.nyc.gov/district-39,Blander@council.nyc.gov,456 5th Avenue (3rd Floor),Brooklyn,NY,11215,718-499-1090,718-499-1997,250 Broadway - 17th Floor - Suite 1751,New York,NY,10007,212-788-6969,,AAAAAOXMjRU=,2015-08-25T15:57:04.463
7113,588FFCC4-CC3A-4B14-9ED9-0CBF07441FFB,40,NYCC40,Mathieu,Eugene,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-40.jpg,https://www.facebook.com/mathieu.eugene.50,https://twitter.com/CMMathieuEugene,CMMathieuEugene,https://www.instagram.com/cmmathieueugene/,cmmathieueugene,https://council.nyc.gov/district-40,Meugene@council.nyc.gov,900 Rogers Avenue,Brooklyn,NY,11226,718-287-8762,718-287-8917,250 Broadway - 17th Floor - Suite 1789,New York,NY,10007,212-788-7352,,AAAAAOXGpGs=,2015-08-25T15:57:04.463
